date,ticker,sector,title,url,publisher,text_raw,trading_date,mapping_status,calendar_days_forward,probability_positive,probability_negative,probability_neutral,finbert_score,finbert_label,vader_compound,vader_label,label_agreement,opposite_sign,neutral_non_neutral,year,sample_purpose,sampling_stratum,selection_rule,validation_status,student_label,student_confidence,student_notes,student_reviewed_by
2023-11-01,CMCSA,Comm,"Disney's ESPN could be valued at $24 bln, likely buyers include Apple, Verizon - BofA",https://www.nasdaq.com/articles/disneys-espn-could-be-valued-at-%2424-bln-likely-buyers-include-apple-verizon-bofa,,"Disney's ESPN could be valued at $24 bln, likely buyers include Apple, Verizon - BofA",2023-11-01,same_trading_day,0,0.0877797901630401,0.0097640771418809,0.9024561643600464,0.0780157130211591,neutral,0.4404,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-03-11,KO,Consumer,"Don't take Russia back to 1917, Russian metals king Potanin warns",https://www.nasdaq.com/articles/dont-take-russia-back-to-1917-russian-metals-king-potanin-warns,,"Don't take Russia back to 1917, Russian metals king Potanin warns",2022-03-11,same_trading_day,0,0.0664240568876266,0.0432452857494354,0.8903306126594543,0.0231787711381912,neutral,-0.1027,negative,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-03-31,DUK,Utilities,Duke Energy (DUK) Begins Operation of Battery Storage Project,https://www.nasdaq.com/articles/duke-energy-duk-begins-operation-of-battery-storage-project,,Duke Energy (DUK) Begins Operation of Battery Storage Project,2023-03-31,same_trading_day,0,0.0519840978085994,0.0170947909355163,0.9309210777282716,0.0348893068730831,neutral,0.2732,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-08-23,GS,Financials,EXCLUSIVE-Allianz in talks with banks for China asset management venture -sources,https://www.nasdaq.com/articles/exclusive-allianz-in-talks-with-banks-for-china-asset-management-venture-sources,,EXCLUSIVE-Allianz in talks with banks for China asset management venture -sources,2022-08-23,same_trading_day,0,0.0987152531743049,0.0132121611386537,0.8880726099014282,0.0855030920356512,neutral,0.3612,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-12-08,COP,Energy,EXCLUSIVE-Endeavor Energy explores sale for as much as $30 billion-sources,https://www.nasdaq.com/articles/exclusive-endeavor-energy-explores-sale-for-as-much-as-%2430-billion-sources,,EXCLUSIVE-Endeavor Energy explores sale for as much as $30 billion-sources,2023-12-08,same_trading_day,0,0.0866326242685318,0.0090814558789134,0.904285967350006,0.0775511683896184,neutral,0.2732,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-05-12,CVX,Energy,EXCLUSIVE-Tycoon close to outgoing Philippines president mulls sales of big assets - sources,https://www.nasdaq.com/articles/exclusive-tycoon-close-to-outgoing-philippines-president-mulls-sales-of-big-assets-sources,,EXCLUSIVE-Tycoon close to outgoing Philippines president mulls sales of big assets - sources,2022-05-12,same_trading_day,0,0.0595054179430007,0.0834142938256263,0.8570802807807922,-0.0239088758826255,neutral,0.4404,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-07-18,NEM,Materials,Earnings Preview: Newmont Corporation (NEM) Q2 Earnings Expected to Decline,https://www.nasdaq.com/articles/earnings-preview%3A-newmont-corporation-nem-q2-earnings-expected-to-decline,,Earnings Preview: Newmont Corporation (NEM) Q2 Earnings Expected to Decline,2022-07-18,same_trading_day,0,0.0115321651101112,0.9657053351402284,0.022762507200241,-0.954173170030117,negative,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-04-28,EA,Comm,Electronic Arts Reports Partnership With Google To Bring Google's Stadio Platform To EA Games,https://www.benzinga.com/news/20/04/15897828/electronic-arts-reports-partnership-with-google-to-bring-googles-stadio-platform-to-ea-games,Benzinga Newsdesk,Electronic Arts Reports Partnership With Google To Bring Google's Stadio Platform To EA Games,2020-04-28,same_trading_day,0,0.8399969935417175,0.0074426811188459,0.1525603234767913,0.8325543124228716,positive,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-08-17,KO,Consumer,Elon Musk says he was joking about buying Manchester United,https://www.nasdaq.com/articles/elon-musk-says-he-was-joking-about-buying-manchester-united,,Elon Musk says he was joking about buying Manchester United,2022-08-17,same_trading_day,0,0.0452170334756374,0.0425901859998703,0.9121928215026855,0.0026268474757671,neutral,0.5719,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-05-13,CVX,Energy,"Energy Sector Update for 05/13/2022: CVX, E, XLE, USO, UNG",https://www.nasdaq.com/articles/energy-sector-update-for-05-13-2022%3A-cvx-e-xle-uso-ung,,"Energy Sector Update for 05/13/2022: CVX, E, XLE, USO, UNG",2022-05-13,same_trading_day,0,0.0240504741668701,0.0255572106689214,0.9503923058509828,-0.0015067365020513,neutral,0.2732,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-03-01,XOM,Energy,Exxon Mobil begins removing U.S. employees from its Russian oil and gas operations,https://www.nasdaq.com/articles/exxon-mobil-begins-removing-u.s.-employees-from-its-russian-oil-and-gas-operations,,Exxon Mobil begins removing U.S. employees from its Russian oil and gas operations,2022-03-01,same_trading_day,0,0.0077841915190219,0.9552273750305176,0.0369884856045246,-0.9474431835114956,negative,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-05-24,XOM,Energy,"Exxon must face Massachusetts climate change lawsuit, court rules",https://www.nasdaq.com/articles/exxon-must-face-massachusetts-climate-change-lawsuit-court-rules-0,,"Exxon must face Massachusetts climate change lawsuit, court rules",2022-05-24,same_trading_day,0,0.021271925419569,0.210332915186882,0.7683951258659363,-0.189060989767313,neutral,-0.2263,negative,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-08-26,XOM,Energy,ExxonMobil Stock Is a Definite Buy,https://www.nasdaq.com/articles/exxonmobil-stock-is-a-definite-buy-2021-08-26,,ExxonMobil Stock Is a Definite Buy,2021-08-26,same_trading_day,0,0.1164082363247871,0.0137665253132581,0.8698251843452454,0.1026417110115289,neutral,0.2732,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-01-15,COP,Energy,"Friday Sector Laggards: Energy, Industrial",https://www.nasdaq.com/articles/friday-sector-laggards%3A-energy-industrial-2021-01-15,,"Friday Sector Laggards: Energy, Industrial",2021-01-15,same_trading_day,0,0.0302863884717226,0.1503285318613052,0.8193851113319397,-0.1200421433895826,neutral,0.2732,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-01-10,GS,Financials,GLOBAL MARKETS-Stocks fall further as U.S. yield climb unnerves investors,https://www.nasdaq.com/articles/global-markets-stocks-fall-further-as-u.s.-yield-climb-unnerves-investors-0,,GLOBAL MARKETS-Stocks fall further as U.S. yield climb unnerves investors,2022-01-10,same_trading_day,0,0.0106062572449445,0.9702863693237304,0.0191073380410671,-0.959680112078786,negative,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-03-30,WMT,Consumer,GameStop hires Amazon executive as chief growth officer in e-commerce shift,https://www.nasdaq.com/articles/gamestop-hires-amazon-executive-as-chief-growth-officer-in-e-commerce-shift-2021-03-30,,GameStop hires Amazon executive as chief growth officer in e-commerce shift,2021-03-30,same_trading_day,0,0.1215331405401229,0.0133821181952953,0.865084707736969,0.1081510223448276,neutral,0.5106,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-03-14,BA,Industrials,Germany to purchase up to 35 F-35 fighter jets - government source,https://www.nasdaq.com/articles/germany-to-purchase-up-to-35-f-35-fighter-jets-government-source,,Germany to purchase up to 35 F-35 fighter jets - government source,2022-03-14,same_trading_day,0,0.3810339868068695,0.0125595415011048,0.6064065098762512,0.3684744453057647,neutral,0.1531,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-06-22,GILD,Healthcare,Gilead To Trial Inhaled Version Of Remdesivir On Covid-19 Patients,https://www.nasdaq.com/articles/gilead-to-trial-inhaled-version-of-remdesivir-on-covid-19-patients-2020-06-22,,Gilead To Trial Inhaled Version Of Remdesivir On Covid-19 Patients,2020-06-22,same_trading_day,0,0.6003111004829407,0.0111211137846112,0.3885677754878998,0.5891899866983294,positive,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-04-14,GS,Financials,"Goldman Sachs Trounces Earnings Projections, Now What?",https://www.nasdaq.com/articles/goldman-sachs-trounces-earnings-projections-now-what,,"Goldman Sachs Trounces Earnings Projections, Now What?",2022-04-14,same_trading_day,0,0.0218183230608701,0.5614557862281799,0.4167259037494659,-0.5396374631673098,negative,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-03-24,GS,Financials,Goldman Sachs poised to lead U.S. IPO of SoftBank's Arm -sources,https://www.nasdaq.com/articles/goldman-sachs-poised-to-lead-u.s.-ipo-of-softbanks-arm-sources,,Goldman Sachs poised to lead U.S. IPO of SoftBank's Arm -sources,2022-03-24,same_trading_day,0,0.0743617638945579,0.0130418557673692,0.9125964045524596,0.0613199081271886,neutral,0.25,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-11-06,O,RealEstate,Growth Stocks With Monthly Dividends: 7 Top Picks,https://www.nasdaq.com/articles/growth-stocks-with-monthly-dividends%3A-7-top-picks,,Growth Stocks With Monthly Dividends: 7 Top Picks,2023-11-06,same_trading_day,0,0.0693070665001869,0.026059940457344,0.9046330451965332,0.0432471260428428,neutral,0.5267,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-12-07,ABBV,Healthcare,"Health Care Sector Update for 12/07/2023: WBA, ABBV, CERE, JNJ, MRK, LLY, SLDB",https://www.nasdaq.com/articles/health-care-sector-update-for-12-07-2023%3A-wba-abbv-cere-jnj-mrk-lly-sldb,,"Health Care Sector Update for 12/07/2023: WBA, ABBV, CERE, JNJ, MRK, LLY, SLDB",2023-12-07,same_trading_day,0,0.0240557398647069,0.0258541982620954,0.9500900506973268,-0.0017984583973884,neutral,0.4939,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-08-17,AMT,RealEstate,Here's Why We Think American Tower (NYSE:AMT) Is Well Worth Watching,https://www.nasdaq.com/articles/heres-why-we-think-american-tower-nyse%3Aamt-is-well-worth-watching,,Here's Why We Think American Tower (NYSE:AMT) Is Well Worth Watching,2022-08-17,same_trading_day,0,0.3349449932575226,0.009592143818736,0.6554628014564514,0.3253528494387865,neutral,0.4588,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-06-29,NKE,Consumer,High-Quality Stocks to Buy That Are Trading Below Fair Value,https://www.nasdaq.com/articles/high-quality-stocks-to-buy-that-are-trading-below-fair-value,,High-Quality Stocks to Buy That Are Trading Below Fair Value,2022-06-29,same_trading_day,0,0.042499303817749,0.3664439618587494,0.5910567045211792,-0.3239446580410003,neutral,0.5719,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-03-10,GILD,Healthcare,How to Be Greedy When Others Are Fearful,https://www.nasdaq.com/articles/how-to-be-greedy-when-others-are-fearful-2020-03-10,,How to Be Greedy When Others Are Fearful,2020-03-10,same_trading_day,0,0.0366190187633037,0.0444534048438072,0.9189274907112122,-0.0078343860805034,neutral,-0.6705,negative,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-03-16,XOM,Energy,"INSIGHT-For Dutch province, Ukraine war is a call to pump natural gas",https://www.nasdaq.com/articles/insight-for-dutch-province-ukraine-war-is-a-call-to-pump-natural-gas-0,,"INSIGHT-For Dutch province, Ukraine war is a call to pump natural gas",2022-03-16,same_trading_day,0,0.0629908591508865,0.0250840000808239,0.9119251370429992,0.0379068590700626,neutral,-0.34,negative,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-03-23,QCOM,Tech,"IVW, TMO, JPM, QCOM: Large Outflows Detected at ETF",https://www.nasdaq.com/articles/ivw-tmo-jpm-qcom%3A-large-outflows-detected-at-etf,,"IVW, TMO, JPM, QCOM: Large Outflows Detected at ETF",2022-03-23,same_trading_day,0,0.3764359354972839,0.4035985469818115,0.2199655026197433,-0.0271626114845275,negative,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-09-26,AMGN,Healthcare,"IWF, INTU, AMGN, LMT: ETF Inflow Alert",https://www.nasdaq.com/articles/iwf-intu-amgn-lmt%3A-etf-inflow-alert,,"IWF, INTU, AMGN, LMT: ETF Inflow Alert",2022-09-26,same_trading_day,0,0.0582907684147357,0.0154696526005864,0.926239550113678,0.0428211158141493,neutral,0.296,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-09-02,XOM,Energy,Imperial shuts Kearl oil sands operations after pipeline outage,https://www.nasdaq.com/articles/imperial-shuts-kearl-oil-sands-operations-after-pipeline-outage-2020-09-02,,Imperial shuts Kearl oil sands operations after pipeline outage,2020-09-02,same_trading_day,0,0.0091362344101071,0.935592234134674,0.0552714653313159,-0.9264559997245668,negative,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-02-02,INTC,Tech,Intel a Top Socially Responsible Dividend Stock With 2.5% Yield (INTC),https://www.nasdaq.com/articles/intel-a-top-socially-responsible-dividend-stock-with-2.5-yield-intc-2021-02-02,,Intel a Top Socially Responsible Dividend Stock With 2.5% Yield (INTC),2021-02-02,same_trading_day,0,0.2209625840187072,0.0090883541852235,0.7699490785598755,0.2118742298334837,neutral,0.4767,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-06-18,INTC,Tech,"Intel to invest $25 bln in Israel factory in record deal, Netanyahu says",https://www.nasdaq.com/articles/intel-to-invest-%2425-bln-in-israel-factory-in-record-deal-netanyahu-says,,"Intel to invest $25 bln in Israel factory in record deal, Netanyahu says",2023-06-20,next_trading_day,2,0.825443685054779,0.0100030116736888,0.1645532697439193,0.8154406733810902,positive,0.0,neutral,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-07-24,INTC,Tech,Intel's 7nm Chips Delayed At Least Until 2022 Or 2023,https://www.nasdaq.com/articles/intels-7nm-chips-delayed-at-least-until-2022-or-2023-2020-07-24,,Intel's 7nm Chips Delayed At Least Until 2022 Or 2023,2020-07-24,same_trading_day,0,0.0190051011741161,0.1203957498073577,0.8605992197990417,-0.1013906486332416,neutral,-0.2263,negative,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-10-07,QCOM,Tech,Interesting QCOM Put And Call Options For November 26th,https://www.nasdaq.com/articles/interesting-qcom-put-and-call-options-for-november-26th-2021-10-07,,Interesting QCOM Put And Call Options For November 26th,2021-10-07,same_trading_day,0,0.0470897369086742,0.0259111709892749,0.926999032497406,0.0211785659193992,neutral,0.4019,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-09-09,SLB,Energy,Interesting SLB Put And Call Options For October 29th,https://www.nasdaq.com/articles/interesting-slb-put-and-call-options-for-october-29th-2021-09-09,,Interesting SLB Put And Call Options For October 29th,2021-09-09,same_trading_day,0,0.0399359874427318,0.0360043719410896,0.9240596294403076,0.0039316155016422,neutral,0.4019,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-11-25,WMT,Consumer,Interesting WMT Put And Call Options For January 2021,https://www.nasdaq.com/articles/interesting-wmt-put-and-call-options-for-january-2021-2020-11-25,,Interesting WMT Put And Call Options For January 2021,2020-11-25,same_trading_day,0,0.0313585549592971,0.0426363721489906,0.9260050058364868,-0.0112778171896934,neutral,0.4019,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-07-12,ADBE,Tech,Is Adobe (ADBE) Outperforming Other Computer and Technology Stocks This Year?,https://www.nasdaq.com/articles/is-adobe-adbe-outperforming-other-computer-and-technology-stocks-this-year,,Is Adobe (ADBE) Outperforming Other Computer and Technology Stocks This Year?,2023-07-12,same_trading_day,0,0.0751358121633529,0.8533632159233093,0.0715010166168212,-0.7782274037599564,negative,0.0,neutral,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-05-14,WMT,Consumer,Is Costco a Great Dividend Stock?,https://www.nasdaq.com/articles/is-costco-a-great-dividend-stock-2020-05-14,,Is Costco a Great Dividend Stock?,2020-05-14,same_trading_day,0,0.1004018262028694,0.0123976385220885,0.8872005343437195,0.0880041876807808,neutral,0.6249,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-02-28,COP,Energy,Is EOG Stock Still Attractive?,https://www.nasdaq.com/articles/is-eog-stock-still-attractive-2021-02-28,,Is EOG Stock Still Attractive?,2021-03-01,next_trading_day,1,0.238139197230339,0.0229445025324821,0.7389163970947266,0.2151946946978569,neutral,0.4404,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-09-10,MRK,Healthcare,"Is It Smart To Buy Merck & Co., Inc. (NYSE:MRK) Before It Goes Ex-Dividend?",https://www.nasdaq.com/articles/is-it-smart-to-buy-merck-co.-inc.-nyse%3Amrk-before-it-goes-ex-dividend,,"Is It Smart To Buy Merck & Co., Inc. (NYSE:MRK) Before It Goes Ex-Dividend?",2022-09-12,next_trading_day,2,0.0375466756522655,0.0240102671086788,0.938443124294281,0.0135364085435867,neutral,0.4019,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-01-15,GILD,Healthcare,Is Novavax's Growth Story Over?,https://www.nasdaq.com/articles/is-novavaxs-growth-story-over-2021-01-15,,Is Novavax's Growth Story Over?,2021-01-15,same_trading_day,0,0.0877552554011344,0.1212235540151596,0.7910211086273193,-0.0334682986140251,neutral,0.3818,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-10-18,UPS,Industrials,Is a Beat in the Cards for United Parcel's (UPS) Q3 Earnings?,https://www.nasdaq.com/articles/is-a-beat-in-the-cards-for-united-parcels-ups-q3-earnings,,Is a Beat in the Cards for United Parcel's (UPS) Q3 Earnings?,2022-10-18,same_trading_day,0,0.1629998087882995,0.0390825569629669,0.7979176044464111,0.1239172518253326,neutral,0.4215,positive,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-01-13,GS,Financials,JPMorgan Stock To Beat Consensus In Q4?,https://www.nasdaq.com/articles/jpmorgan-stock-to-beat-consensus-in-q4,,JPMorgan Stock To Beat Consensus In Q4?,2022-01-13,same_trading_day,0,0.915573000907898,0.0219292659312486,0.0624976865947246,0.8936437349766493,positive,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-05-26,ADBE,Tech,Julian Robertson's Top –st-Quarter Trades,http://www.gurufocus.com/news/1147542/julian-robertsons-top-1stquarter-trades,GuruFocus,Julian Robertson's Top –st-Quarter Trades,2020-05-26,same_trading_day,0,0.0847276821732521,0.0742175802588462,0.8410546779632568,0.0105101019144058,neutral,0.2023,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-03-31,TMUS,Comm,Looking for Stocks with Positive Earnings Momentum? Check Out These 2 Computer and Technology Names,https://www.nasdaq.com/articles/looking-for-stocks-with-positive-earnings-momentum-check-out-these-2-computer-and,,Looking for Stocks with Positive Earnings Momentum? Check Out These 2 Computer and Technology Names,2023-03-31,same_trading_day,0,0.1338123083114624,0.0116791678592562,0.8545085787773132,0.1221331404522061,neutral,0.5574,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-06-11,OXY,Energy,"MKM Partners Initiates Coverage On Occidental Petroleum with Neutral Rating, Announces Price Target of $20",https://www.benzinga.com/news/20/06/16230865/mkm-partners-initiates-coverage-on-occidental-petroleum-with-neutral-rating-announces-price-target-o,Benzinga Newsdesk,"MKM Partners Initiates Coverage On Occidental Petroleum with Neutral Rating, Announces Price Target of $20",2020-06-11,same_trading_day,0,0.7334898114204407,0.0125031443312764,0.2540071010589599,0.7209866670891643,positive,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-07-18,V,Financials,Mastercard (MA) & Geidea Partner to Drive Payment Innovation,https://www.nasdaq.com/articles/mastercard-ma-geidea-partner-to-drive-payment-innovation,,Mastercard (MA) & Geidea Partner to Drive Payment Innovation,2023-07-18,same_trading_day,0,0.2906924188137054,0.0069209653884172,0.7023866176605225,0.2837714534252882,neutral,0.3818,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-04-27,V,Financials,Mastercard's (MA) Q1 Earnings Beat on Expanding Payment Network,https://www.nasdaq.com/articles/mastercards-ma-q1-earnings-beat-on-expanding-payment-network,,Mastercard's (MA) Q1 Earnings Beat on Expanding Payment Network,2023-04-27,same_trading_day,0,0.9454755783081056,0.0187929887324571,0.0357314646244049,0.9266825895756484,positive,0.0,neutral,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-12-09,MRK,Healthcare,Merck (MRK) Is Up 2.36% in One Week: What You Should Know,https://www.nasdaq.com/articles/merck-mrk-is-up-2.36-in-one-week%3A-what-you-should-know,,Merck (MRK) Is Up 2.36% in One Week: What You Should Know,2022-12-09,same_trading_day,0,0.8215813636779785,0.0131624555215239,0.1652561277151107,0.8084189081564546,positive,0.0,neutral,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2021-10-05,MRK,Healthcare,Merck’s Good News Doesn’t End the Bullish Story for Novavax,https://www.nasdaq.com/articles/mercks-good-news-doesnt-end-the-bullish-story-for-novavax-2021-10-05,,Merck’s Good News Doesn’t End the Bullish Story for Novavax,2021-10-05,same_trading_day,0,0.2760539352893829,0.349630743265152,0.3743152916431427,-0.073576807975769,neutral,0.4404,positive,False,False,True,2021,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2022-06-21,NKE,Consumer,Michael Avenatti's remaining criminal charges to be dropped after guilty plea,https://www.nasdaq.com/articles/michael-avenattis-remaining-criminal-charges-to-be-dropped-after-guilty-plea,,Michael Avenatti's remaining criminal charges to be dropped after guilty plea,2022-06-21,same_trading_day,0,0.0638400316238403,0.4062792658805847,0.529880702495575,-0.3424392342567444,neutral,-0.8074,negative,False,False,True,2022,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-05-16,GS,Financials,Morgan Stanley (MS) to Raise Headcount in Paris to 500 by 2025,https://www.nasdaq.com/articles/morgan-stanley-ms-to-raise-headcount-in-paris-to-500-by-2025,,Morgan Stanley (MS) to Raise Headcount in Paris to 500 by 2025,2023-05-16,same_trading_day,0,0.8651238083839417,0.0090440530329942,0.125832200050354,0.8560797553509474,positive,0.0,neutral,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-02-06,QCOM,Tech,"Morgan Stanley Maintains Equal-Weight on Qualcomm, Raises Price Target to $92",https://www.benzinga.com/news/20/02/15270084/morgan-stanley-maintains-equal-weight-on-qualcomm-raises-price-target-to-92,Vick Meyer,"Morgan Stanley Maintains Equal-Weight on Qualcomm, Raises Price Target to $92",2020-02-06,same_trading_day,0,0.8170333504676819,0.0116651356220245,0.1713015139102935,0.8053682148456573,positive,0.0,neutral,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2023-10-03,MS,Financials,"Morgan Stanley's PREFERRED STOCK, SERIES K Shares Cross 6.5% Yield Mark",https://www.nasdaq.com/articles/morgan-stanleys-preferred-stock-series-k-shares-cross-6.5-yield-mark,,"Morgan Stanley's PREFERRED STOCK, SERIES K Shares Cross 6.5% Yield Mark",2023-10-03,same_trading_day,0,0.2790730893611908,0.0363114774227142,0.6846154928207397,0.2427616119384765,neutral,0.296,positive,False,False,True,2023,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
2020-03-27,DIS,Consumer,"Most Active Equity Options For Midday - Friday, March 27",https://talkmarkets.com/content/most-active-equity-options-for-midday-friday-march-27?post=256342,TalkMarkets,"Most Active Equity Options For Midday - Friday, March 27",2020-03-27,same_trading_day,0,0.0339973121881485,0.0571708306670188,0.9088318347930908,-0.0231735184788703,neutral,0.4576,positive,False,False,True,2020,descriptive_disagreement_audit,neutral_non_neutral,seed=5547; simple random sample from distinct-title label disagreements,pending student review,,,,
