date,ticker,sector,title,url,publisher,text_raw,trading_date,mapping_status,calendar_days_forward,probability_positive,probability_negative,probability_neutral,finbert_score,finbert_label,vader_compound,vader_label,label_agreement,opposite_sign,neutral_non_neutral,year,sampling_stratum,population_stratum_count,stratum_sample_count,sampling_probability,sampling_weight,sample_purpose,selection_rule,validation_status,student_label,student_confidence,student_notes,student_reviewed_by
2023-01-16,GS,Financials,Davos 2023: India's ReNew Power exploring Egypt green hydrogen project,https://www.nasdaq.com/articles/davos-2023%3A-indias-renew-power-exploring-egypt-green-hydrogen-project,,Davos 2023: India's ReNew Power exploring Egypt green hydrogen project,2023-01-17,next_trading_day,1,0.2236255705356598,0.0088431732729077,0.7675312161445618,0.214782397262752,neutral,0.0,neutral,True,False,False,2023,Financials|2023,3790,3,0.0007915567282321899,1263.3333333333333,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-11-09,MS,Financials,"Financial Sector Update for 11/09/2023: AFRM, MARA, MS",https://www.nasdaq.com/articles/financial-sector-update-for-11-09-2023%3A-afrm-mara-ms,,"Financial Sector Update for 11/09/2023: AFRM, MARA, MS",2023-11-09,same_trading_day,0,0.0238677822053432,0.033242542296648,0.9428896307945251,-0.0093747600913047,neutral,0.0,neutral,True,False,False,2023,Financials|2023,3790,3,0.0007915567282321899,1263.3333333333333,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-05-05,WFC,Financials,US STOCKS-Wall Street eyes higher open as investors cheer Apple earnings,https://www.nasdaq.com/articles/us-stocks-wall-street-eyes-higher-open-as-investors-cheer-apple-earnings,,US STOCKS-Wall Street eyes higher open as investors cheer Apple earnings,2023-05-05,same_trading_day,0,0.8721905946731567,0.0554104410111904,0.0723989158868789,0.8167801536619663,positive,0.5106,positive,True,False,False,2023,Financials|2023,3790,3,0.0007915567282321899,1263.3333333333333,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-08-10,GILD,Healthcare,GILD Named 'Top Dividend Stock of the Nasdaq 100' at Dividend Channel With 3.9% Yield,https://www.nasdaq.com/articles/gild-named-top-dividend-stock-of-the-nasdaq-100-at-dividend-channel-with-3.9-yield-2020-08,,GILD Named 'Top Dividend Stock of the Nasdaq 100' at Dividend Channel With 3.9% Yield,2020-08-10,same_trading_day,0,0.7480542659759521,0.011444411240518,0.2405012547969818,0.736609854735434,positive,0.2023,positive,True,False,False,2020,Healthcare|2020,4080,4,0.000980392156862745,1020.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-02-08,AMGN,Healthcare,Is Amgen a Stock to Buy?,https://www.nasdaq.com/articles/is-amgen-a-stock-to-buy-2020-02-08,,Is Amgen a Stock to Buy?,2020-02-10,next_trading_day,2,0.0401905477046966,0.0310817807912826,0.9287276268005372,0.009108766913414,neutral,0.0,neutral,True,False,False,2020,Healthcare|2020,4080,4,0.000980392156862745,1020.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-03-31,GILD,Healthcare,Is iBio Stock Worth the Risk as Coronavirus Continues to Spread?,https://www.nasdaq.com/articles/is-ibio-stock-worth-the-risk-as-coronavirus-continues-to-spread-2020-03-31,,Is iBio Stock Worth the Risk as Coronavirus Continues to Spread?,2020-03-31,same_trading_day,0,0.0652288794517517,0.0347012504935264,0.9000698924064636,0.0305276289582252,neutral,-0.0516,negative,False,False,True,2020,Healthcare|2020,4080,4,0.000980392156862745,1020.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-05-01,ABBV,Healthcare,"Quarterly Earnings Beats for Exxon, Clorox, AbbVie & More",http://www.zacks.com/stock/news/910268/quarterly-earnings-beats-for-exxon-clorox-abbvie-more?cid=CS-BENZ-FT-ahead_of_wall_street-910268,Zacks,"Quarterly Earnings Beats for Exxon, Clorox, AbbVie & More",2020-05-01,same_trading_day,0,0.0922882631421089,0.2536040246486664,0.6541077494621277,-0.1613157615065574,neutral,0.0,neutral,True,False,False,2020,Healthcare|2020,4080,4,0.000980392156862745,1020.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-11-05,MRK,Healthcare,"US STOCKS-Wall St books records, weekly gains on strong jobs report, Pfizer COVID-19 pill cheer",https://www.nasdaq.com/articles/us-stocks-wall-st-books-records-weekly-gains-on-strong-jobs-report-pfizer-covid-19-pill,,"US STOCKS-Wall St books records, weekly gains on strong jobs report, Pfizer COVID-19 pill cheer",2021-11-05,same_trading_day,0,0.7982962727546692,0.0763833969831466,0.1253204047679901,0.7219128757715225,positive,0.8402,positive,True,False,False,2021,Healthcare|2021,2135,2,0.000936768149882904,1067.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-12-02,ABBV,Healthcare,What's Next For Merck Stock After FDA Advisors Back Its Covid-19 Pill?,https://www.nasdaq.com/articles/whats-next-for-merck-stock-after-fda-advisors-back-its-covid-19-pill,,What's Next For Merck Stock After FDA Advisors Back Its Covid-19 Pill?,2021-12-02,same_trading_day,0,0.0512206926941871,0.1071330457925796,0.8416462540626526,-0.0559123530983924,neutral,0.0,neutral,True,False,False,2021,Healthcare|2021,2135,2,0.000936768149882904,1067.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-01-11,ABBV,Healthcare,"AbbVie Confirms Outlook Of Over $15 Bln In Combined Risk-Adj. Sales For Rinvoq, Skyrizi In 2025",https://www.nasdaq.com/articles/abbvie-confirms-outlook-of-over-%2415-bln-in-combined-risk-adj.-sales-for-rinvoq-skyrizi-in,,"AbbVie Confirms Outlook Of Over $15 Bln In Combined Risk-Adj. Sales For Rinvoq, Skyrizi In 2025",2022-01-11,same_trading_day,0,0.9030006527900696,0.0113545916974544,0.085644744336605,0.8916460610926151,positive,0.0,neutral,False,False,True,2022,Healthcare|2022,2757,2,0.0007254261878853826,1378.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-12-01,ABT,Healthcare,EXCLUSIVE -Reckitt expects U.S. infant formula shortage until spring,https://www.nasdaq.com/articles/exclusive-reckitt-expects-u.s.-infant-formula-shortage-until-spring,,EXCLUSIVE -Reckitt expects U.S. infant formula shortage until spring,2022-12-01,same_trading_day,0,0.0291596539318561,0.8704692721366882,0.1003710329532623,-0.8413096182048321,negative,0.0601,positive,False,True,False,2022,Healthcare|2022,2757,2,0.0007254261878853826,1378.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-12-11,ABT,Healthcare,Abbott (ABT) Advances But Underperforms Market: Key Facts,https://www.nasdaq.com/articles/abbott-abt-advances-but-underperforms-market%3A-key-facts,,Abbott (ABT) Advances But Underperforms Market: Key Facts,2023-12-11,same_trading_day,0,0.8635386824607849,0.048349529504776,0.0881118550896644,0.8151891529560089,positive,0.0,neutral,False,False,True,2023,Healthcare|2023,2659,2,0.000752162467092892,1329.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-04-14,ABBV,Healthcare,UnitedHealth Group beats quarterly profit estimates on lower medical costs,https://www.nasdaq.com/articles/unitedhealth-group-beats-quarterly-profit-estimates-on-lower-medical-costs,,UnitedHealth Group beats quarterly profit estimates on lower medical costs,2023-04-14,same_trading_day,0,0.8725715279579163,0.104603111743927,0.0228253789246082,0.7679684162139893,positive,0.1779,positive,True,False,False,2023,Healthcare|2023,2659,2,0.000752162467092892,1329.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-04-13,GE,Industrials,GE Announces Actions To De-risk Its Balance Sheet - Quick Facts,https://www.nasdaq.com/articles/ge-announces-actions-to-de-risk-its-balance-sheet-quick-facts-2020-04-13,,GE Announces Actions To De-risk Its Balance Sheet - Quick Facts,2020-04-13,same_trading_day,0,0.0462316647171974,0.1034925356507301,0.8502757549285889,-0.0572608709335327,neutral,0.0,neutral,True,False,False,2020,Industrials|2020,3564,3,0.0008417508417508417,1188.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-08-07,UPS,Industrials,UPS plans heavy holiday fees amid coronavirus-related shipment surge-WSJ,https://www.nasdaq.com/articles/ups-plans-heavy-holiday-fees-amid-coronavirus-related-shipment-surge-wsj-2020-08-07,,UPS plans heavy holiday fees amid coronavirus-related shipment surge-WSJ,2020-08-07,same_trading_day,0,0.0617028512060642,0.8321603536605835,0.1061368286609649,-0.7704575024545193,negative,0.4019,positive,False,True,False,2020,Industrials|2020,3564,3,0.0008417508417508417,1188.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-05-19,BA,Industrials,United Airlines Stock May Not Be Done Crashing,https://www.nasdaq.com/articles/united-airlines-stock-may-not-be-done-crashing-2020-05-19,,United Airlines Stock May Not Be Done Crashing,2020-05-19,same_trading_day,0,0.024984547868371,0.3097668886184692,0.6652485728263855,-0.2847823407500982,neutral,0.4215,positive,False,False,True,2020,Industrials|2020,3564,3,0.0008417508417508417,1188.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-12-20,MMM,Industrials,7 Stocks to Buy if Covid-19 Becomes Endemic,https://www.nasdaq.com/articles/7-stocks-to-buy-if-covid-19-becomes-endemic,,7 Stocks to Buy if Covid-19 Becomes Endemic,2021-12-20,same_trading_day,0,0.0443345122039318,0.0224416404962539,0.933223843574524,0.0218928717076778,neutral,0.0,neutral,True,False,False,2021,Industrials|2021,1995,2,0.0010025062656641604,997.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-07-29,MMM,Industrials,September 10th Options Now Available For MMM,https://www.nasdaq.com/articles/september-10th-options-now-available-for-mmm-2021-07-29,,September 10th Options Now Available For MMM,2021-07-29,same_trading_day,0,0.0203960742801427,0.040755771100521,0.9388481378555298,-0.0203596968203783,neutral,0.0,neutral,True,False,False,2021,Industrials|2021,1995,2,0.0010025062656641604,997.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-05-05,UPS,Industrials,"The Zacks Analyst Blog Highlights United Parcel Service, and FedEx",https://www.nasdaq.com/articles/the-zacks-analyst-blog-highlights-united-parcel-service-and-fedex,,"The Zacks Analyst Blog Highlights United Parcel Service, and FedEx",2022-05-05,same_trading_day,0,0.022421009838581,0.0425162650644779,0.9350626468658448,-0.0200952552258968,neutral,0.4215,positive,False,False,True,2022,Industrials|2022,2385,2,0.0008385744234800838,1192.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-04-09,MMM,Industrials,This Trio Proves You Can Still Find High-Yield Stocks,https://www.nasdaq.com/articles/this-trio-proves-you-can-still-find-high-yield-stocks,,This Trio Proves You Can Still Find High-Yield Stocks,2022-04-11,next_trading_day,2,0.4387059807777405,0.0127401407808065,0.5485539436340332,0.4259658399969339,neutral,0.0,neutral,True,False,False,2022,Industrials|2022,2385,2,0.0008385744234800838,1192.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-11-10,BA,Industrials,EXCLUSIVE-Southwest Airlines expects certification of Boeing's 737 MAX 7 by April - company exec,https://www.nasdaq.com/articles/exclusive-southwest-airlines-expects-certification-of-boeings-737-max-7-by-april-company,,EXCLUSIVE-Southwest Airlines expects certification of Boeing's 737 MAX 7 by April - company exec,2023-11-10,same_trading_day,0,0.1453617364168167,0.0113403918221592,0.8432978987693787,0.1340213445946574,neutral,0.0,neutral,True,False,False,2023,Industrials|2023,2343,2,0.0008536064874093043,1171.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-04-11,UPS,Industrials,"Notable Tuesday Option Activity: WHR, CZR, UPS",https://www.nasdaq.com/articles/notable-tuesday-option-activity%3A-whr-czr-ups,,"Notable Tuesday Option Activity: WHR, CZR, UPS",2023-04-11,same_trading_day,0,0.1339305639266967,0.0281971506774425,0.8378722667694092,0.1057334132492542,neutral,0.0,neutral,True,False,False,2023,Industrials|2023,2343,2,0.0008536064874093043,1171.5,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-03-23,NEM,Materials,"Shares of several basic materials companies are trading higher. The Federal Reserve on Monday Morning announced new stimulus measures, which has moved stocks higher. Basic materials demand outlook has been pressured by global economic disruption.",https://www.benzinga.com/wiim/20/03/15634402/shares-of-several-basic-materials-companies-are-trading-higher-the-federal-reserve-on-monday-morning,Benzinga Newsdesk,"Shares of several basic materials companies are trading higher. The Federal Reserve on Monday Morning announced new stimulus measures, which has moved stocks higher. Basic materials demand outlook has been pressured by global economic disruption.",2020-03-23,same_trading_day,0,0.0267815925180912,0.9523115754127502,0.0209068749099969,-0.925529982894659,negative,-0.4019,negative,True,False,False,2020,Materials|2020,1304,1,0.0007668711656441718,1304.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-12-09,DD,Materials,"Advent, Carlyle to consider bid for DuPont's $12 bln unit - Bloomberg News",https://www.nasdaq.com/articles/advent-carlyle-to-consider-bid-for-duponts-%2412-bln-unit-bloomberg-news,,"Advent, Carlyle to consider bid for DuPont's $12 bln unit - Bloomberg News",2021-12-09,same_trading_day,0,0.0889545455574989,0.0215787254273891,0.8894667625427246,0.0673758201301097,neutral,0.0,neutral,True,False,False,2021,Materials|2021,659,1,0.0015174506828528073,659.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-04-12,SHW,Materials,Insiders Buy the Holdings of NOBL ETF,https://www.nasdaq.com/articles/insiders-buy-the-holdings-of-nobl-etf,,Insiders Buy the Holdings of NOBL ETF,2022-04-12,same_trading_day,0,0.0302805360406637,0.0305622443556785,0.9391571283340454,-0.0002817083150148,neutral,0.0,neutral,True,False,False,2022,Materials|2022,926,1,0.0010799136069114472,926.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-08-31,DD,Materials,October 13th Options Now Available For DuPont (DD),https://www.nasdaq.com/articles/october-13th-options-now-available-for-dupont-dd,,October 13th Options Now Available For DuPont (DD),2023-08-31,same_trading_day,0,0.0233688484877347,0.0469088107347488,0.9297223687171936,-0.023539962247014,neutral,0.0,neutral,True,False,False,2023,Materials|2023,1165,1,0.0008583690987124463,1165.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-04-07,CCI,RealEstate,"CCI, CCI-PA DEADLINE NOTICE: ROSEN, A TOP LAW FIRM, Reminds Crown Castle International Corp. ...",http://www.gurufocus.com/news/1098601/cci-ccipa-deadline-notice-rosen-a-top-law-firm-reminds-crown-castle-international-corp-investors-of-important-deadline-in-securities-class-action-investors-with-large-losses-should-contact-the-firm--cci-ccipa,GuruFocus,"CCI, CCI-PA DEADLINE NOTICE: ROSEN, A TOP LAW FIRM, Reminds Crown Castle International Corp. ...",2020-04-07,same_trading_day,0,0.0957779437303543,0.0105571299791336,0.8936649560928345,0.0852208137512207,neutral,0.368,positive,False,False,True,2020,RealEstate|2020,852,1,0.0011737089201877935,852.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-06-10,O,RealEstate,Looking for the Largest REITs? Start With This One,https://www.nasdaq.com/articles/looking-for-the-largest-reits-start-with-this-one-2021-06-10,,Looking for the Largest REITs? Start With This One,2021-06-10,same_trading_day,0,0.0490508340299129,0.0194036960601806,0.9315454959869384,0.0296471379697322,neutral,0.0,neutral,True,False,False,2021,RealEstate|2021,525,1,0.0019047619047619048,525.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-12-28,PLD,RealEstate,Looking for Stocks with Positive Earnings Momentum? Check Out These 2 Finance Names,https://www.nasdaq.com/articles/looking-for-stocks-with-positive-earnings-momentum-check-out-these-2-finance-names,,Looking for Stocks with Positive Earnings Momentum? Check Out These 2 Finance Names,2022-12-28,same_trading_day,0,0.0951791182160377,0.0155452275648713,0.8892757296562195,0.0796338906511664,neutral,0.5574,positive,False,False,True,2022,RealEstate|2022,1173,1,0.0008525149190110827,1173.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-06-30,AMT,RealEstate,"American Tower (AMT) Rides on Wireless Demand, Acquisitions",https://www.nasdaq.com/articles/american-tower-amt-rides-on-wireless-demand-acquisitions,,"American Tower (AMT) Rides on Wireless Demand, Acquisitions",2023-06-30,same_trading_day,0,0.1974558234214782,0.0129194613546133,0.7896246910095215,0.1845363620668649,neutral,-0.128,negative,False,False,True,2023,RealEstate|2023,1244,1,0.0008038585209003215,1244.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-01-02,INTC,Tech,"Dow Jones Rushes 230 Points To Record High Thanks To Disney, Apple",http://www.investors.com/market-trend/stock-market-today/dow-jones-romps-230-points-new-high-disney-apple-stock-rally/?src=A00237A&ven=BenzingaCP&src=AURLAAM,Investor's Business Daily,"Dow Jones Rushes 230 Points To Record High Thanks To Disney, Apple",2020-01-02,same_trading_day,0,0.8560760617256165,0.0190171375870704,0.1249068230390548,0.837058924138546,positive,0.4404,positive,True,False,False,2020,Tech|2020,3094,3,0.0009696186166774402,1031.3333333333333,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-11-02,INTC,Tech,New Apple Launch Event Set for Next Tuesday,https://www.nasdaq.com/articles/new-apple-launch-event-set-for-next-tuesday-2020-11-03,,New Apple Launch Event Set for Next Tuesday,2020-11-02,same_trading_day,0,0.0297018606215715,0.0258903391659259,0.9444078207015992,0.0038115214556455,neutral,0.0,neutral,True,False,False,2020,Tech|2020,3094,3,0.0009696186166774402,1031.3333333333333,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2020-01-30,ADBE,Tech,"Noteworthy Thursday Option Activity: WDC, ADBE, EGOV",https://www.nasdaq.com/articles/noteworthy-thursday-option-activity%3A-wdc-adbe-egov-2020-01-30,,"Noteworthy Thursday Option Activity: WDC, ADBE, EGOV",2020-01-30,same_trading_day,0,0.0307198837399482,0.0378004685044288,0.9314796924591064,-0.0070805847644805,neutral,0.0,neutral,True,False,False,2020,Tech|2020,3094,3,0.0009696186166774402,1031.3333333333333,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-04-28,QCOM,Tech,"After Hours Most Active for Apr 28, 2021 : CNP, F, FB, GOLD, UNIT, AAPL, VICI, VCLT, ON, JWSM, QCOM, BP",https://www.nasdaq.com/articles/after-hours-most-active-for-apr-28-2021-%3A-cnp-f-fb-gold-unit-aapl-vici-vclt-on-jwsm-qcom,,"After Hours Most Active for Apr 28, 2021 : CNP, F, FB, GOLD, UNIT, AAPL, VICI, VCLT, ON, JWSM, QCOM, BP",2021-04-28,same_trading_day,0,0.023368714377284,0.0286820884793996,0.9479491710662842,-0.0053133741021156,neutral,0.4576,positive,False,False,True,2021,Tech|2021,2775,3,0.001081081081081081,925.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-09-14,INTC,Tech,"After Hours Most Active for Sep 14, 2021 : ZNGA, INTC, AAPL, PCG, VIPS, GIS, JCS, UEPS, GOTU, BABA, MRK, CMCSA",https://www.nasdaq.com/articles/after-hours-most-active-for-sep-14-2021-%3A-znga-intc-aapl-pcg-vips-gis-jcs-ueps-gotu-baba,,"After Hours Most Active for Sep 14, 2021 : ZNGA, INTC, AAPL, PCG, VIPS, GIS, JCS, UEPS, GOTU, BABA, MRK, CMCSA",2021-09-14,same_trading_day,0,0.025072056800127,0.0235544443130493,0.9513734579086304,0.0015176124870777,neutral,0.4576,positive,False,False,True,2021,Tech|2021,2775,3,0.001081081081081081,925.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2021-11-21,ADBE,Tech,Good Stocks To Buy Now? 4 Enterprise Software Stocks In Focus,https://www.nasdaq.com/articles/good-stocks-to-buy-now-4-enterprise-software-stocks-in-focus-2021-11-21,,Good Stocks To Buy Now? 4 Enterprise Software Stocks In Focus,2021-11-22,next_trading_day,1,0.0750332400202751,0.0352812856435775,0.8896853923797607,0.0397519543766975,neutral,0.4404,positive,False,False,True,2021,Tech|2021,2775,3,0.001081081081081081,925.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-09-01,AMD,Tech,AMD Pensando DPUs Help VMware Reduce Operational Costs,https://www.nasdaq.com/articles/amd-pensando-dpus-help-vmware-reduce-operational-costs,,AMD Pensando DPUs Help VMware Reduce Operational Costs,2022-09-01,same_trading_day,0,0.4278879165649414,0.023377189412713,0.5487349033355713,0.4045107271522283,neutral,0.4019,positive,False,False,True,2022,Tech|2022,4920,5,0.0010162601626016261,984.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-11-15,INTC,Tech,"After Hours Most Active for Nov 15, 2022 : CCL, SHY, BAC, INTC, ATUS, AAPL, EMB, EGHT, LUMN, EW, WFC, AMZN",https://www.nasdaq.com/articles/after-hours-most-active-for-nov-15-2022-%3A-ccl-shy-bac-intc-atus-aapl-emb-eght-lumn-ew-wfc,,"After Hours Most Active for Nov 15, 2022 : CCL, SHY, BAC, INTC, ATUS, AAPL, EMB, EGHT, LUMN, EW, WFC, AMZN",2022-11-15,same_trading_day,0,0.024266742169857,0.0278217513114213,0.9479115605354308,-0.0035550091415643,neutral,0.067,positive,False,False,True,2022,Tech|2022,4920,5,0.0010162601626016261,984.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-10-12,AMD,Tech,Are Options Traders Betting on a Big Move in Advanced Micro Devices (AMD) Stock?,https://www.nasdaq.com/articles/are-options-traders-betting-on-a-big-move-in-advanced-micro-devices-amd-stock,,Are Options Traders Betting on a Big Move in Advanced Micro Devices (AMD) Stock?,2022-10-12,same_trading_day,0,0.1427668780088424,0.0257455259561538,0.8314875960350037,0.1170213520526886,neutral,0.25,positive,False,False,True,2022,Tech|2022,4920,5,0.0010162601626016261,984.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-10-31,ADBE,Tech,"If You Invested $1000 in Adobe Systems a Decade Ago, This is How Much It'd Be Worth Now",https://www.nasdaq.com/articles/if-you-invested-%241000-in-adobe-systems-a-decade-ago-this-is-how-much-itd-be-worth-now,,"If You Invested $1000 in Adobe Systems a Decade Ago, This is How Much It'd Be Worth Now",2022-10-31,same_trading_day,0,0.0689078867435455,0.0133078331127762,0.9177843928337096,0.0556000536307692,neutral,0.2263,positive,False,False,True,2022,Tech|2022,4920,5,0.0010162601626016261,984.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2022-11-27,ADBE,Tech,Where Will Autodesk Stock Be in 1 Year?,https://www.nasdaq.com/articles/where-will-autodesk-stock-be-in-1-year,,Where Will Autodesk Stock Be in 1 Year?,2022-11-28,next_trading_day,1,0.0349626392126083,0.0204696934670209,0.944567620754242,0.0144929457455873,neutral,0.0,neutral,True,False,False,2022,Tech|2022,4920,5,0.0010162601626016261,984.0,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-03-08,NVDA,Tech,3 AI Stocks That Are Revolutionizing Manufacturing,https://www.nasdaq.com/articles/3-ai-stocks-that-are-revolutionizing-manufacturing,,3 AI Stocks That Are Revolutionizing Manufacturing,2023-03-08,same_trading_day,0,0.0915428698062896,0.0162908751517534,0.8921663165092468,0.0752519946545362,neutral,0.0,neutral,True,False,False,2023,Tech|2023,7922,7,0.0008836152486745772,1131.7142857142858,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-05-19,QCOM,Tech,Britain's $1.3 bln semiconductor support plan gets cool response,https://www.nasdaq.com/articles/britains-%241.3-bln-semiconductor-support-plan-gets-cool-response,,Britain's $1.3 bln semiconductor support plan gets cool response,2023-05-19,same_trading_day,0,0.6850653886795044,0.0694210082292556,0.2455136030912399,0.6156443804502487,positive,0.6124,positive,True,False,False,2023,Tech|2023,7922,7,0.0008836152486745772,1131.7142857142858,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-07-25,INTC,Tech,"MSCI Q2 Earnings Beat, Recurring Subscriptions Rise Y/Y",https://www.nasdaq.com/articles/msci-q2-earnings-beat-recurring-subscriptions-rise-y-y,,"MSCI Q2 Earnings Beat, Recurring Subscriptions Rise Y/Y",2023-07-25,same_trading_day,0,0.9461419582366944,0.0294906217604875,0.0243674498051404,0.9166513364762068,positive,0.0,neutral,False,False,True,2023,Tech|2023,7922,7,0.0008836152486745772,1131.7142857142858,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
2023-07-24,AMD,Tech,"Major AI Updates This Past Week From Tesla, AMD, ASML, TSMC, Microsoft, and Others",https://www.nasdaq.com/articles/major-ai-updates-this-past-week-from-tesla-amd-asml-tsmc-microsoft-and-others,,"Major AI Updates This Past Week From Tesla, AMD, ASML, TSMC, Microsoft, and Others",2023-07-24,same_trading_day,0,0.0563417300581932,0.0178868304938077,0.9257714748382568,0.0384548995643854,neutral,0.0,neutral,True,False,False,2023,Tech|2023,7922,7,0.0008836152486745772,1131.7142857142858,representative_evaluation,seed=5545; distinct-title sector-year stratified random sample; proportional largest-remainder allocation with at least one per nonempty stratum,pending student review,,,,
